Date,Symbols,Close,High,Low,Open,Volume
2020-07-13,PFE,34.514,35.014,33.838,34.044000000000004,54752809
2020-07-10,AMZN,3200.0,3215.0,3135.7,3191.76,5485982
2020-07-10,GOOGL,1539.01,1541.34,1500.72,1513.25,1796063
2020-07-10,FB,245.07,245.49,239.32,243.685,22982716
2020-07-10,PFE,33.162,33.368,32.823,32.995,23673736
2020-07-09,AMZN,3182.63,3193.8799,3074.0016,3115.99,6388659
2020-07-09,GOOGL,1518.66,1529.1412,1495.59,1509.93,2091833
2020-07-09,FB,244.5,246.525,239.24,245.0,22174896
2020-07-09,PFE,32.799,33.21,32.446999999999996,33.064,19709914
2020-07-08,AMZN,3081.11,3083.97,3012.4301,3022.61,5037635
2020-07-08,GOOGL,1503.6,1511.17,1492.3,1500.8,1588292
2020-07-08,FB,243.58,246.99,236.59,238.11,29791339
2020-07-08,PFE,33.083,33.691,32.907,33.338,23477754
2020-07-07,AMZN,3000.12,3069.55,2990.0,3058.55,5257514
2020-07-07,GOOGL,1489.92,1521.32,1489.7,1496.13,2118194
2020-07-07,FB,240.86,247.65,238.82,239.41,27887786
2020-07-07,PFE,33.358000000000004,33.672,33.284,33.376999999999995,24340539
2020-07-06,AMZN,3057.04,3059.88,2930.0,2934.97,6880642
2020-07-06,GOOGL,1499.65,1510.0,1476.976,1488.15,2235630
2020-07-06,FB,240.28,240.4,232.27,233.76,26206158
2020-07-06,PFE,33.828,34.298,33.7,34.26,26279227
2020-07-02,AMZN,2890.3,2955.56,2871.1021,2912.01,6593387
2020-07-02,GOOGL,1469.93,1488.52,1451.065,1451.84,2860915
2020-07-02,FB,233.42,240.0,232.61,239.0,30633620
2020-07-02,PFE,33.828,34.159,33.368,33.936,43817365
2020-07-01,AMZN,2878.7,2895.0,2754.0,2757.99,6363439
2020-07-01,GOOGL,1442.0,1448.48,1414.18,1419.17,2109124
2020-07-01,FB,237.55,239.0,227.56,228.5,43399739
2020-07-01,PFE,33.073,33.858000000000004,33.054,33.858000000000004,71143031
2020-06-30,AMZN,2758.82,2769.63,2675.03,2685.065,3769686
2020-06-30,GOOGL,1418.05,1424.0,1386.9301,1396.88,2014320
2020-06-30,FB,227.07,227.5,218.47,220.59,33927068
2020-06-30,PFE,32.053000000000004,32.231,31.593000000000004,31.886999999999997,24634517
2020-06-29,AMZN,2680.38,2696.8,2630.08,2690.01,4223422
2020-06-29,GOOGL,1397.17,1398.0,1351.65,1360.34,2253678
2020-06-29,FB,220.64,220.75,207.11,209.75,58514281
2020-06-29,PFE,31.995,32.025,31.563000000000002,31.819000000000003,23187119
2020-06-26,AMZN,2692.87,2782.5688,2688.0,2775.0559999999996,6500784
2020-06-26,GOOGL,1362.54,1437.02,1355.0,1432.63,4882014
2020-06-26,FB,216.08,233.09,215.4,232.64,76343939
2020-06-26,PFE,31.406999999999996,31.643,30.985,31.613000000000003,40800563
2020-06-25,AMZN,2754.58,2756.23,2712.14,2739.55,2968657
2020-06-25,GOOGL,1441.1,1442.32,1419.5401,1431.22,1197907
2020-06-25,FB,235.68,237.3,232.74,234.62,18704339
2020-06-25,PFE,31.680999999999997,31.741,31.201,31.475,26538290
2020-06-24,AMZN,2734.4,2796.0,2721.0,2780.0,4526605
2020-06-24,GOOGL,1432.7,1475.79,1430.0,1463.28,1579579
2020-06-24,FB,234.02,243.22,232.68,241.2,20834904
2020-06-24,PFE,31.553,32.083,31.366999999999997,32.063,29828195
2020-06-23,AMZN,2764.41,2783.11,2718.04,2726.02,4231707
2020-06-23,GOOGL,1463.98,1475.2,1445.0,1452.0,1887583
2020-06-23,FB,242.24,245.1853,239.86,241.28,24017915
2020-06-23,PFE,32.123000000000005,32.593,32.093,32.544000000000004,36480271
2020-06-22,AMZN,2713.82,2715.0,2669.0,2684.5,3208780
2020-06-22,GOOGL,1450.66,1450.95,1419.19,1425.01,1472072
2020-06-22,FB,239.22,240.7,236.91,238.56,18917782
2020-06-22,PFE,32.455999999999996,32.701,32.259,32.671,22583376
2020-06-19,AMZN,2675.01,2697.43,2659.0,2678.08,5776963
2020-06-19,GOOGL,1424.64,1444.5,1419.0,1440.0,2639167
2020-06-19,FB,238.79,240.83,235.55,237.79,30081291
2020-06-19,PFE,32.76,33.073,32.46,33.024,42517177
2020-06-18,AMZN,2653.98,2659.64,2636.11,2647.01,2487774
2020-06-18,GOOGL,1434.12,1452.9699,1426.235,1449.85,1743071
2020-06-18,FB,235.94,236.14,232.15,234.99,15782452
2020-06-18,PFE,32.583,32.809,32.329,32.613,31242482
2020-06-17,AMZN,2640.98,2655.0,2631.82,2647.5,2959316
2020-06-17,GOOGL,1452.54,1462.2,1435.125,1452.94,1530500
2020-06-17,FB,235.53,237.59,231.7268,235.0,19578125
2020-06-17,PFE,32.897,33.098,32.657,32.926,26626517
2020-06-16,AMZN,2615.27,2620.0,2576.0,2620.0,3595649
2020-06-16,GOOGL,1446.47,1457.17,1428.99,1449.0,1534826
2020-06-16,FB,235.65,238.46,233.0,237.14,15236691
2020-06-16,PFE,32.74,33.289,32.073,32.926,53831248
2020-06-15,AMZN,2572.68,2584.0,2508.0001,2526.6,3873335
2020-06-15,GOOGL,1420.74,1425.0,1387.1952,1389.49,1527652
2020-06-15,FB,232.5,233.77,224.8,225.09,15340264
2020-06-15,PFE,32.701,33.052,32.113,32.641999999999996,35083651
2020-06-12,AMZN,2545.02,2621.4766,2503.35,2601.21,5436127
2020-06-12,GOOGL,1412.92,1434.505,1385.8,1425.86,1833756
2020-06-12,FB,228.58,231.66,224.5,229.9,22091387
2020-06-12,PFE,33.083,33.431,32.391999999999996,33.406,36685523
2020-06-11,AMZN,2557.96,2671.38,2536.23,2603.5,5800107
2020-06-11,GOOGL,1401.9,1451.6033,1398.41,1441.03,2357243
2020-06-11,FB,224.43,232.89,223.55,229.94,26708163
2020-06-11,PFE,32.641999999999996,34.975,32.623000000000005,34.896,61138487
2020-06-10,AMZN,2647.45,2722.35,2626.26,2645.0,4946031
2020-06-10,GOOGL,1464.7,1472.77,1454.355,1461.51,1588116
2020-06-10,FB,236.73,241.21,235.28,240.96,20720709
2020-06-10,PFE,35.21,35.73,35.181,35.641,28608158
2020-06-09,AMZN,2600.86,2626.43,2525.0,2529.44,5175950
2020-06-09,GOOGL,1452.08,1467.8,1442.36,1445.24,1681155
2020-06-09,FB,238.67,239.77,230.41,231.52,27462872
2020-06-09,PFE,35.495,35.935,35.455,35.779,20979153
2020-06-08,AMZN,2524.06,2530.0,2487.335,2500.2,3970654
2020-06-08,GOOGL,1448.04,1449.0,1424.48,1426.28,1693881
2020-06-08,FB,231.4,231.55,227.41,229.03,15466499
2020-06-08,PFE,35.867,35.876999999999995,34.975,35.092,29224689
2020-06-05,AMZN,2483.0,2488.645,2437.13,2444.51,3306445
2020-06-05,GOOGL,1440.02,1446.3,1407.6213,1415.64,2132350
2020-06-05,FB,230.77,231.35,225.3105,226.71,16750438
2020-06-05,PFE,35.279,35.769,35.171,35.524,35527166
2020-06-04,AMZN,2460.6,2507.54,2450.01,2477.43,2948710
2020-06-04,GOOGL,1414.3,1441.32,1406.01,1436.78,1349105
2020-06-04,FB,226.29,231.63,224.61,229.56,17041481
2020-06-04,PFE,35.298,35.573,34.994,35.004,26146037
2020-06-03,AMZN,2478.4,2488.0,2461.17,2468.01,2671024
2020-06-03,GOOGL,1439.25,1449.01,1431.62,1442.7,1386640
2020-06-03,FB,230.16,232.65,228.53,232.11,15380282
2020-06-03,PFE,35.445,35.691,34.838,35.573,37507779
2020-06-02,AMZN,2472.41,2473.53,2445.31,2467.0,2529903
2020-06-02,GOOGL,1442.31,1443.0,1421.61,1435.0,1172069
2020-06-02,FB,232.72,233.0,226.56,230.94,20919018
2020-06-02,PFE,35.445,35.445,34.554,34.828,41320143
2020-06-01,AMZN,2471.04,2476.93,2444.17,2448.0,2938032
2020-06-01,GOOGL,1434.87,1441.58,1422.28,1425.7,1259254
2020-06-01,FB,231.91,232.44,223.5,224.59,18223839
2020-06-01,PFE,34.76,35.024,34.22,34.798,74477566
2020-05-29,AMZN,2442.37,2442.37,2398.1973,2415.94,3529329
2020-05-29,GOOGL,1433.52,1436.73,1415.98,1420.43,1852522
2020-05-29,FB,225.09,227.49,222.88,225.2,23322476
2020-05-29,PFE,37.435,37.671,36.836999999999996,37.514,47076520
2020-05-28,AMZN,2401.1,2436.9699,2378.23,2384.33,3193136
2020-05-28,GOOGL,1418.24,1444.46,1399.076,1400.0,1759787
2020-05-28,FB,225.46,231.6332,224.0,224.3,29423013
2020-05-28,PFE,37.425,37.68,36.975,37.093,21801838
2020-05-27,AMZN,2410.39,2413.58,2330.0,2404.99,5056945
2020-05-27,GOOGL,1420.28,1425.345,1394.6,1420.0,1584185
2020-05-27,FB,229.14,230.56,221.1347,229.07,34697553
2020-05-27,PFE,36.671,36.799,36.239000000000004,36.671,25072396
2020-05-26,AMZN,2421.86,2462.0,2414.06,2458.0,3568153
2020-05-26,GOOGL,1421.37,1445.11,1419.395,1441.96,2229488
2020-05-26,FB,232.2,240.9,231.67,239.77,33178318
2020-05-26,PFE,36.749,37.121,36.71,36.906,22513241
2020-05-22,AMZN,2436.88,2469.85,2430.13,2455.01,2867079
2020-05-22,GOOGL,1413.24,1417.0,1395.95,1403.9,1427206
2020-05-22,FB,234.91,235.99,228.74,231.51,33925564
2020-05-22,PFE,36.759,36.789,36.229,36.376999999999995,15274549
2020-05-21,AMZN,2446.74,2525.45,2442.54,2500.0,5114403
2020-05-21,GOOGL,1406.75,1416.46,1394.39,1410.99,1544976
2020-05-21,FB,231.39,237.2,231.2,234.72,47782636
2020-05-21,PFE,36.523,36.906,36.318000000000005,36.827,17085400
2020-05-20,AMZN,2497.94,2500.01,2467.27,2477.87,3998143
2020-05-20,GOOGL,1409.16,1412.026,1387.4193,1389.16,1913133
2020-05-20,FB,229.97,231.34,223.19,223.5,50162875
2020-05-20,PFE,36.887,37.445,36.804,37.2,16942213
2020-05-19,AMZN,2449.33,2484.995,2428.97,2429.83,4320498
2020-05-19,GOOGL,1374.4,1392.49,1373.76,1385.48,1579250
2020-05-19,FB,216.88,220.49,212.83,213.27,31843152
2020-05-19,PFE,36.935,37.269,36.573,37.102,18850845
2020-05-18,AMZN,2426.26,2433.0,2384.01,2404.3456,4366572
2020-05-18,GOOGL,1385.18,1392.76,1354.2,1361.58,2356449
2020-05-18,FB,213.19,214.6445,210.94,212.15,20167443
2020-05-18,PFE,37.318000000000005,37.7,36.887,37.582,21912161
2020-05-15,AMZN,2409.78,2411.0,2356.37,2368.52,4234951
2020-05-15,GOOGL,1373.06,1374.58,1339.0,1348.26,2077199
2020-05-15,FB,210.88,211.34,204.12,205.27,19383154
2020-05-15,PFE,37.014,37.416,36.646,37.21,24642522
2020-05-14,AMZN,2388.85,2391.37,2353.21,2361.01,3648128
2020-05-14,GOOGL,1356.86,1357.37,1323.3,1333.52,1833017
2020-05-14,FB,206.81,206.93,200.69,202.56,17178947
2020-05-14,PFE,37.171,37.21,36.053000000000004,36.073,21644475
2020-05-13,AMZN,2367.92,2407.7,2337.805,2366.8,4782919
2020-05-13,GOOGL,1348.33,1385.33,1328.01,1376.16,2018404
2020-05-13,FB,205.1,210.78,202.11,209.43,20684559
2020-05-13,PFE,36.318000000000005,36.686,35.861999999999995,36.573,23807100
2020-05-12,AMZN,2356.95,2418.9999,2355.0,2411.85,3074916
2020-05-12,GOOGL,1375.18,1414.33,1374.51,1408.22,1695874
2020-05-12,FB,210.1,215.275,210.0,213.29,14704647
2020-05-12,PFE,36.621,37.485,36.603,37.367,18714492
2020-05-11,AMZN,2409.0,2419.665,2372.11,2374.7,3259231
2020-05-11,GOOGL,1403.59,1415.53,1375.5,1376.79,1635856
2020-05-11,FB,213.18,215.0,210.37,210.8865,12911948
2020-05-11,PFE,37.347,37.455,36.425,36.513000000000005,24797822
2020-05-08,AMZN,2379.61,2387.2449,2357.0,2372.14,3211228
2020-05-08,GOOGL,1384.34,1396.64,1372.01,1381.82,1666487
2020-05-08,FB,212.35,213.21,210.85,212.24,12524048
2020-05-08,PFE,36.485,36.641,36.308,36.513000000000005,19262350
2020-05-07,AMZN,2367.61,2376.0,2343.11,2374.78,3396411
2020-05-07,GOOGL,1369.28,1375.9999,1352.5406,1361.31,1535819
2020-05-07,FB,211.26,211.6,209.04,211.16,15151976
2020-05-07,PFE,36.229,37.729,36.161,37.650999999999996,32469013
2020-05-06,AMZN,2351.26,2357.45,2320.0,2329.44,3117814
2020-05-06,GOOGL,1345.43,1368.69,1345.13,1358.0,1586629
2020-05-06,FB,208.47,211.6,206.66,208.12,21856963
2020-05-06,PFE,37.376999999999995,37.861999999999995,37.376999999999995,37.823,23507291
2020-05-05,AMZN,2317.8,2351.0,2307.1251,2340.0,3242496
2020-05-05,GOOGL,1349.02,1371.01,1335.03,1337.5,1983318
2020-05-05,FB,207.07,210.38,206.5,207.02,21071223
2020-05-05,PFE,37.376999999999995,37.717,37.143,37.668,23582054
2020-05-04,AMZN,2315.99,2326.98,2256.38,2256.38,4865926
2020-05-04,GOOGL,1322.9,1324.47,1296.01,1308.13,1540347
2020-05-04,FB,205.26,205.91,198.7562,200.2,19250673
2020-05-04,PFE,36.512,36.804,36.309,36.494,19446655
2020-05-01,AMZN,2286.04,2362.44,2258.1901,2336.8,9772605
2020-05-01,GOOGL,1317.32,1351.43,1309.66,1324.09,2443554
2020-05-01,FB,202.27,207.28,199.0501,201.6,30415581
2020-05-01,PFE,36.532,36.821999999999996,36.285,36.736,22170458
2020-04-30,AMZN,2474.0,2475.0,2396.01,2419.84,9534611
2020-04-30,GOOGL,1346.7,1350.0,1321.5,1331.36,2792124
2020-04-30,FB,204.71,209.69,201.5701,206.92,46230116
2020-04-30,PFE,37.23,37.376999999999995,36.26,36.882,28789416
2020-04-29,AMZN,2372.71,2391.89,2310.0,2330.01,4591593
2020-04-29,GOOGL,1342.18,1360.15,1326.73,1345.0,5417888
2020-04-29,FB,194.19,196.91,190.0,190.93,45954521
2020-04-29,PFE,36.999,37.416,36.601,37.327,25922837
2020-04-28,AMZN,2314.08,2373.5,2306.0,2372.1,5269446
2020-04-28,GOOGL,1232.59,1284.76,1230.38,1283.2,4035007
2020-04-28,FB,182.91,189.2,182.56,188.66,21730986
2020-04-28,PFE,36.795,38.066,36.275,37.900999999999996,34865597
2020-04-27,AMZN,2376.0,2444.88,2363.0,2443.2,5645645
2020-04-27,GOOGL,1270.86,1294.1,1265.06,1292.0,2209333
2020-04-27,FB,187.5,193.75,187.41,192.657,29197750
2020-04-27,PFE,37.202,37.406,36.464,36.484,22868563
2020-04-24,AMZN,2410.22,2420.4332,2382.0,2417.0,3831797
2020-04-24,GOOGL,1276.6,1277.71,1244.0,1255.0,1872004
2020-04-24,FB,190.07,190.41,180.825,183.23,28868528
2020-04-24,PFE,36.28,36.327,35.702,35.755,16969493
2020-04-23,AMZN,2399.45,2424.22,2382.08,2399.98,5066552
2020-04-23,GOOGL,1271.17,1288.15,1260.5301,1265.74,1710122
2020-04-23,FB,185.13,187.05,183.15,184.08,21426604
2020-04-23,PFE,35.61,36.3,35.211999999999996,35.211999999999996,19731982
2020-04-22,AMZN,2363.49,2394.0,2351.0,2369.0,4218295
2020-04-22,GOOGL,1258.41,1279.88,1237.2,1241.11,2315792
2020-04-22,FB,182.28,184.78,178.14,178.45,33369931
2020-04-22,PFE,35.183,35.911,35.056999999999995,35.872,19732688
2020-04-21,AMZN,2328.12,2428.3099,2279.66,2416.61,7476679
2020-04-21,GOOGL,1212.16,1250.0,1205.0,1242.71,2482404
2020-04-21,FB,170.8,175.38,168.3408,175.25,24850528
2020-04-21,PFE,34.571999999999996,34.872,34.329,34.727,23436753
2020-04-20,AMZN,2393.61,2444.98,2386.05,2389.95,5770694
2020-04-20,GOOGL,1261.15,1276.82,1256.44,1269.89,1764608
2020-04-20,FB,178.24,180.5,176.77,177.41,16110664
2020-04-20,PFE,35.018,35.824,35.018,35.309,22024488
2020-04-17,AMZN,2375.0,2400.0,2316.02,2372.33,7930010
2020-04-17,GOOGL,1279.0,1290.0,1266.0,1281.7,2552824
2020-04-17,FB,179.24,180.28,176.66,179.2,20974750
2020-04-17,PFE,35.824,35.911,35.048,35.426,23856650
2020-04-16,AMZN,2408.19,2460.9981,2335.0,2346.0,12038201
2020-04-16,GOOGL,1257.43,1273.3586,1238.2,1267.14,2894757
2020-04-16,FB,176.25,178.05,172.51,177.95,23593229
2020-04-16,PFE,34.824,35.193000000000005,34.528,35.056999999999995,20193413
2020-04-15,AMZN,2307.68,2333.369,2245.0,2257.68,6866567
2020-04-15,GOOGL,1257.3,1275.1099,1234.0,1246.51,2111842
2020-04-15,FB,176.97,178.19,172.82,175.1865,17423003
2020-04-15,PFE,34.911,35.163000000000004,34.533,34.998000000000005,20833509
2020-04-14,AMZN,2283.32,2292.0,2186.21,2200.47,8087193
2020-04-14,GOOGL,1265.23,1275.7499,1228.5413,1239.9735,3167862
2020-04-14,FB,178.17,181.225,176.62,178.9765,21011815
2020-04-14,PFE,35.367,35.552,34.294000000000004,34.872,21354641
2020-04-13,AMZN,2168.87,2180.0,2038.0,2040.0,6716709
2020-04-13,GOOGL,1210.41,1214.5199,1182.3318,1201.5,1935128
2020-04-13,FB,174.79,175.0,169.45,173.67,19355355
2020-04-13,PFE,34.105,34.921,33.696999999999996,34.900999999999996,17859758
2020-04-09,AMZN,2042.76,2053.0,2017.66,2044.3,4655617
2020-04-09,GOOGL,1206.57,1221.99,1192.4166,1218.18,2701423
2020-04-09,FB,175.19,177.08,171.57,175.9,23534287
2020-04-09,PFE,34.349000000000004,34.714,33.824,33.998000000000005,30025057
2020-04-08,AMZN,2043.0,2044.0,2011.15,2021.0,3977313
2020-04-08,GOOGL,1207.0,1214.9,1183.954,1203.1,2016713
2020-04-08,FB,174.28,175.0,167.74,171.25,21664198
2020-04-08,PFE,33.582,33.775999999999996,32.455999999999996,32.99,24950638
2020-04-07,AMZN,2011.6,2035.72,1997.62,2017.11,5113983
2020-04-07,GOOGL,1182.56,1220.775,1177.25,1217.01,3080955
2020-04-07,FB,168.83,173.39,166.01,171.79,31411919
2020-04-07,PFE,32.621,34.135,32.602,33.971,23682170
2020-04-06,AMZN,1997.59,1998.52,1930.02,1936.0,5773181
2020-04-06,GOOGL,1183.19,1190.7547,1125.0,1133.0,3165991
2020-04-06,FB,165.55,166.2,158.51,160.15,28453581
2020-04-06,PFE,33.553000000000004,33.874,32.786,32.921,39593392
2020-04-03,AMZN,1906.59,1926.33,1889.15,1911.15,3609870
2020-04-03,GOOGL,1092.7,1118.79,1075.08,1114.71,2568694
2020-04-03,FB,154.18,157.91,150.83,157.15,25983317
2020-04-03,PFE,32.65,32.893,31.669,31.669,32099732
2020-04-02,AMZN,1918.83,1927.5258,1890.0,1901.64,4335985
2020-04-02,GOOGL,1117.03,1122.77,1093.13,1100.0,2820534
2020-04-02,FB,158.19,161.3509,155.92,159.1,20886309
2020-04-02,PFE,31.903000000000002,32.029,30.816,30.961,26576223
2020-04-01,AMZN,1907.7,1944.96,1893.0,1932.97,4121875
2020-04-01,GOOGL,1102.1,1129.42,1093.49,1124.0,2598519
2020-04-01,FB,159.6,164.15,158.035,161.615,19507559
2020-04-01,PFE,30.816,31.33,30.601999999999997,30.98,26109645
2020-03-31,AMZN,1949.72,1993.02,1944.01,1964.35,5123626
2020-03-31,GOOGL,1161.95,1173.4,1136.72,1148.73,3263971
2020-03-31,FB,166.8,170.93,164.2,165.48,23676283
2020-03-31,PFE,31.679000000000002,32.029,31.285999999999998,31.445999999999998,28807419
2020-03-30,AMZN,1963.95,1973.63,1912.34,1922.83,6126087
2020-03-30,GOOGL,1146.31,1151.0,1098.4901,1132.64,2936827
2020-03-30,FB,165.95,166.75,158.06,159.18,22515225
2020-03-30,PFE,31.709,31.878,30.136,30.136,29270947
2020-03-27,AMZN,1900.1,1939.79,1899.92,1930.86,5387897
2020-03-27,GOOGL,1110.26,1151.05,1104.0027,1127.47,3139661
2020-03-27,FB,156.79,160.09,154.75,158.2,24879869
2020-03-27,PFE,29.991,30.805999999999997,29.756999999999998,29.894000000000002,37430291
2020-03-26,AMZN,1955.49,1956.49,1889.29,1902.0,6235118
2020-03-26,GOOGL,1162.92,1171.48,1092.03,1114.72,3834422
2020-03-26,FB,163.34,164.0,157.0201,158.25,26579021
2020-03-26,PFE,30.816,31.048000000000002,29.000999999999998,29.011,42308231
2020-03-25,AMZN,1885.84,1950.26,1885.78,1920.69,6479073
2020-03-25,GOOGL,1101.62,1146.17,1083.01,1124.58,4516162
2020-03-25,FB,156.21,162.99,153.06,158.92,35184271
2020-03-25,PFE,28.874000000000002,29.816,28.147,28.631999999999998,43599440
2020-03-24,AMZN,1940.1,1955.0,1900.3403,1951.495,7147080
2020-03-24,GOOGL,1130.01,1133.33,1086.43,1103.98,3623435
2020-03-24,FB,160.98,161.31,152.57,155.205,30440369
2020-03-24,PFE,28.826,29.165,28.05,28.641,43467982
2020-03-23,AMZN,1902.83,1919.4,1812.0,1827.75,7808489
2020-03-23,GOOGL,1054.13,1066.91,1008.87,1056.37,4183629
2020-03-23,FB,148.1,152.31,142.25,149.66,29830765
2020-03-23,PFE,27.651999999999997,28.71,27.06,27.913,51665870
2020-03-20,AMZN,1846.09,1957.0,1820.73,1926.31,9817850
2020-03-20,GOOGL,1068.21,1138.4783,1062.1,1130.9,4143897
2020-03-20,FB,149.73,159.27,148.0,156.02,32568398
2020-03-20,PFE,28.156,29.767,28.059,29.389,51309948
2020-03-19,AMZN,1880.93,1945.0,1832.65,1860.0,10399943
2020-03-19,GOOGL,1111.67,1152.61,1055.55,1088.22,3703248
2020-03-19,FB,153.13,159.9294,144.8,146.62,39862312
2020-03-19,PFE,29.524,31.301,29.125999999999998,31.271,58477187
2020-03-18,AMZN,1830.0,1841.66,1745.0,1750.0,9645218
2020-03-18,GOOGL,1091.19,1104.99,1037.0,1059.94,4652238
2020-03-18,FB,146.96,148.18,137.1006,139.75,37553136
2020-03-18,PFE,31.408,31.65,29.418000000000003,29.864,42899215
2020-03-17,AMZN,1807.84,1857.775,1689.2402,1775.47,10917129
2020-03-17,GOOGL,1118.06,1126.0,1049.1,1090.64,4159686
2020-03-17,FB,149.42,153.94,140.0,150.74,34255596
2020-03-17,PFE,31.214000000000002,31.689,29.69,30.709,53002685
2020-03-16,AMZN,1689.15,1759.4519,1626.0318,1641.51,8917265
2020-03-16,GOOGL,1073.0,1145.47,1067.0801,1089.61,4825981
2020-03-16,FB,146.01,159.13,143.1,152.32,39120419
2020-03-16,PFE,29.291999999999998,31.335,28.776999999999997,29.059,49849619
2020-03-13,AMZN,1785.0,1786.31,1680.62,1755.0,8809725
2020-03-13,GOOGL,1214.27,1214.4,1112.29,1174.99,3969973
2020-03-13,FB,170.28,170.79,157.6,163.53,35028627
2020-03-13,PFE,31.748,31.913,29.34,30.349,59192922
2020-03-12,AMZN,1676.61,1765.0,1675.0,1721.98,11346214
2020-03-12,GOOGL,1111.55,1188.75,1108.47,1122.62,4716293
2020-03-12,FB,154.47,166.6,154.34,159.54,43266335
2020-03-12,PFE,29.136,31.058000000000003,29.116999999999997,29.583000000000002,61322375
2020-03-11,AMZN,1820.86,1871.3194,1801.5,1857.85,5646831
2020-03-11,GOOGL,1210.9,1256.93,1191.14,1248.27,2741694
2020-03-11,FB,170.24,175.88,167.66,174.01,20397204
2020-03-11,PFE,31.224,32.883,30.729,32.766,63922059
2020-03-10,AMZN,1891.82,1894.27,1818.17,1870.88,7133310
2020-03-10,GOOGL,1275.17,1275.85,1214.51,1254.39,2743566
2020-03-10,FB,178.19,178.29,169.5,174.67,24517791
2020-03-10,PFE,33.573,33.64,32.039,33.553000000000004,39637537
2020-03-09,AMZN,1800.61,1862.77,1761.2901,1773.86,7813232
2020-03-09,GOOGL,1215.79,1252.73,1198.04,1204.96,3462578
2020-03-09,FB,169.5,175.0,165.19,169.6,29949041
2020-03-09,PFE,32.766,33.67,32.184,32.475,42213846
2020-03-06,AMZN,1901.09,1910.87,1869.5,1875.0,5273580
2020-03-06,GOOGL,1295.74,1302.75,1257.21,1271.5,3232315
2020-03-06,FB,181.09,183.78,176.26,178.33,24559550
2020-03-06,PFE,33.988,34.135,33.115,33.679,40011785
2020-03-05,AMZN,1924.03,1960.72,1910.0,1933.0,4748210
2020-03-05,GOOGL,1314.76,1353.63,1301.64,1345.55,2718982
2020-03-05,FB,185.17,188.99,183.8901,186.78,19333425
2020-03-05,PFE,34.416,35.115,34.12,34.6,34307928
2020-03-04,AMZN,1975.83,1978.0,1922.0,1946.57,4772919
2020-03-04,GOOGL,1381.6,1382.78,1337.0,1358.96,2379856
2020-03-04,FB,191.76,191.83,186.39,189.17,23062473
2020-03-04,PFE,35.329,35.387,33.921,34.068000000000005,37842647
2020-03-03,AMZN,1908.99,1996.33,1888.09,1975.37,7534491
2020-03-03,GOOGL,1337.72,1408.19,1329.24,1397.68,2830112
2020-03-03,FB,185.89,197.24,183.97,196.22,27984104
2020-03-03,PFE,33.291,34.727,32.863,34.145,45137330
2020-03-02,AMZN,1953.95,1954.51,1870.0,1909.52,6761651
2020-03-02,GOOGL,1386.32,1387.47,1325.2,1351.39,2771463
2020-03-02,FB,196.44,196.57,188.85,194.03,24948955
2020-03-02,PFE,33.854,33.921,32.46,32.912,41090277
2020-02-28,AMZN,1883.75,1889.76,1811.13,1814.59,9493797
2020-02-28,GOOGL,1339.25,1342.45,1268.21,1271.91,4010900
2020-02-28,FB,192.47,192.74,181.82,182.695,32583494
2020-02-28,PFE,32.436,32.941,31.572,32.505,64587916
2020-02-27,AMZN,1884.3,1975.0,1882.76,1934.38,8143993
2020-02-27,GOOGL,1314.95,1369.4,1314.24,1359.14,3114476
2020-02-27,FB,189.75,195.88,189.5,191.82,21682626
2020-02-27,PFE,33.097,34.66,33.097,33.426,54199478
2020-02-26,AMZN,1979.59,2014.67,1960.45,1970.28,5240402
2020-02-26,GOOGL,1390.47,1413.67,1376.55,1393.36,2490178
2020-02-26,FB,197.2,201.21,195.49,197.19,16555210
2020-02-26,PFE,33.696999999999996,34.175,33.018,33.232,46847579
2020-02-25,AMZN,1972.74,2034.6,1958.42,2026.42,6219094
2020-02-25,GOOGL,1386.32,1436.85,1380.42,1431.0,2578966
2020-02-25,FB,196.77,203.5,195.954,202.25,21433487
2020-02-25,PFE,32.931,33.717,32.718,33.66,40938178
2020-02-24,AMZN,2009.29,2039.3,1987.97,2003.18,6546997
2020-02-24,GOOGL,1419.86,1436.38,1406.79,1423.05,2478039
2020-02-24,FB,200.72,203.65,198.17,201.8,23080057
2020-02-24,PFE,33.65,34.354,33.582,34.008,37116431
2020-02-21,AMZN,2095.97,2144.55,2088.0,2142.15,4650740
2020-02-21,GOOGL,1483.46,1510.95,1478.49,1504.58,2126843
2020-02-21,FB,210.18,214.237,208.831,213.48,14098432
2020-02-21,PFE,34.669000000000004,34.766,34.484,34.707,31696900
2020-02-20,AMZN,2153.1,2176.79,2127.45,2173.07,3131342
2020-02-20,GOOGL,1516.99,1527.07,1504.26,1519.01,1298386
2020-02-20,FB,214.58,218.765,212.945,216.52,13109213
2020-02-20,PFE,34.794000000000004,34.998000000000005,34.369,34.66,41988276
2020-02-19,AMZN,2170.22,2185.1,2161.12,2167.8,2561165
2020-02-19,GOOGL,1524.87,1530.74,1520.98,1527.2,1137338
2020-02-19,FB,217.49,218.32,216.11,217.99,12135114
2020-02-19,PFE,35.163000000000004,35.426,35.145,35.329,17352259
2020-02-18,AMZN,2155.67,2166.07,2124.11,2125.02,2951070
2020-02-18,GOOGL,1519.44,1530.56,1511.01,1514.34,1284011
2020-02-18,FB,217.8,217.975,213.4,213.55,15630026
2020-02-18,PFE,35.251,35.591,35.2,35.445,17594587
